date,price,price_index
2022-12-15,82.54876712328767,61.68
2022-12-16,56.126486486486485,41.94
2022-12-17,82.74142857142857,61.82
2022-12-18,54.80321428571429,40.95
2022-12-19,87.79833333333333,65.6
2022-12-20,76.91475,57.47
2022-12-21,57.497499999999995,42.96
2022-12-22,63.65351351351351,47.56
2022-12-23,69.54743243243243,51.96
2022-12-24,97.26696078431372,72.67
2022-12-25,167.69,125.29
2022-12-26,88.49521276595743,66.12
2022-12-27,92.6996511627907,69.26
2022-12-28,55.876557377049174,41.75
2022-12-29,101.85785714285714,76.1
2022-12-30,92.40042553191489,69.04
2022-12-31,113.74338235294117,84.98
2023-01-01,124.46907894736842,93.0
2023-01-02,73.38775862068965,54.83
2023-01-03,26.067692307692308,19.48
2023-01-04,96.82112500000001,72.34
2023-01-05,70.0029,52.3
2023-01-06,101.82780487804877,76.08
2023-01-07,103.03767123287672,76.99
2023-01-08,58.75975609756098,43.9
2023-01-09,102.39348484848483,76.5
2023-01-10,151.36,113.09
2023-01-11,46.380105263157894,34.65
2023-01-12,126.01642857142856,94.15
2023-01-13,169.90590361445783,126.95
2023-01-14,83.31453608247423,62.25
2023-01-15,79.3938596491228,59.32
2023-01-16,155.94963855421688,116.52
2023-01-17,81.11329896907216,60.6
2023-01-18,94.05405405405405,70.27
2023-01-19,115.73632183908046,86.47
2023-01-20,41.91217391304348,31.31
2023-01-21,100.81723076923076,75.33
2023-01-22,93.37787878787879,69.77
2023-01-23,47.495316455696205,35.49
2023-01-24,131.0374117647059,97.91
2023-01-25,131.8589024390244,98.52
2023-01-26,57.84192307692308,43.22
2023-01-27,62.550000000000004,46.73
2023-01-28,125.97506172839506,94.12
2023-01-29,71.10434782608695,53.13
2023-01-30,35.08645569620253,26.22
2023-01-31,87.69779069767442,65.52
2023-02-01,103.3970297029703,77.25
2023-02-02,92.15414634146342,68.85
2023-02-03,96.78191489361703,72.31
2023-02-04,43.87986842105263,32.79
2023-02-05,68.59291666666667,51.25
2023-02-06,101.58772727272726,75.9
2023-02-07,84.22368421052632,62.93
2023-02-08,137.0798484848485,102.42
2023-02-09,81.00972222222222,60.53
2023-02-10,55.585121951219506,41.53
2023-02-11,106.03224489795919,79.22
2023-02-12,115.69627906976743,86.44
2023-02-13,133.73641025641027,99.92
2023-02-14,57.38630952380952,42.88
2023-02-15,81.604,60.97
2023-02-16,100.35655555555556,74.98
2023-02-17,95.2271052631579,71.15
2023-02-18,56.2515,42.03
2023-02-19,55.507666666666665,41.47
2023-02-20,97.17697368421052,72.61
2023-02-21,58.146034482758616,43.44
2023-02-22,104.25444444444445,77.89
2023-02-23,112.94773333333333,84.39
2023-02-24,60.464520547945206,45.18
2023-02-25,41.4075925925926,30.94
2023-02-26,47.26690476190476,35.32
2023-02-27,111.4079104477612,83.24
2023-02-28,61.81666666666667,46.19
2023-03-01,66.45756756756757,49.65
2023-03-02,69.74000000000001,52.11
2023-03-03,106.1003947368421,79.27
2023-03-04,64.21985507246377,47.98
2023-03-05,47.30046153846153,35.34
2023-03-06,67.95065573770492,50.77
2023-03-07,125.96079365079365,94.11
2023-03-08,65.87986666666666,49.22
2023-03-09,59.09754098360656,44.16
2023-03-10,123.41840579710146,92.21
2023-03-11,114.76333333333334,85.75
2023-03-12,54.91324675324675,41.03
2023-03-13,51.10890410958904,38.19
2023-03-14,172.86222222222221,129.16
2023-03-15,105.37612903225806,78.73
2023-03-16,50.032459016393446,37.38
2023-03-17,39.675479452054795,29.64
2023-03-18,49.96476923076923,37.33
2023-03-19,56.75,42.4
2023-03-20,69.00701492537314,51.56
2023-03-21,60.527931034482755,45.22
2023-03-22,72.52907692307693,54.19
2023-03-23,20.969761904761906,15.67
2023-03-24,238.18363636363637,177.96
2023-03-25,114.29,85.39
2023-03-26,52.739999999999995,39.41
2023-03-27,54.79390243902439,40.94
2023-03-28,28.417450980392157,21.23
2023-03-29,61.11136363636364,45.66
2023-03-30,80.99253731343283,60.51
2023-03-31,47.67237288135593,35.62
2023-04-01,78.42957142857142,58.6
2023-04-02,73.83749999999999,55.17
2023-04-03,173.75,129.82
2023-04-04,167.4977049180328,125.15
2023-04-05,63.579638554216864,47.5
2023-04-06,25.0,18.68
2023-04-24,71.72999999999999,53.59
2023-04-25,169.5436111111111,126.68
2023-04-26,91.55473684210526,68.41
2023-04-27,138.96714285714287,103.83
2023-04-28,153.08567567567567,114.38
2023-04-29,94.47205882352942,70.59
2023-04-30,111.26782608695652,83.13
2023-05-01,59.470649350649346,44.43
2023-05-02,124.63102040816327,93.12
2023-05-03,44.88775862068965,33.54
2023-05-04,68.78779411764707,51.4
2023-05-05,75.74712121212121,56.59
2023-05-06,51.232678571428565,38.28
2023-05-07,45.988888888888894,34.36
2023-05-08,41.67260869565217,31.14
2023-05-09,50.84132352941177,37.99
2023-05-10,62.796190476190475,46.92
2023-05-11,43.4934328358209,32.5
2023-05-12,41.381904761904764,30.92
